Total;13.770.793;13.991.127;14.206.429;14.414.046;14.613.776;14.809.841;15.001.623;15.185.799;15.365.623;15.543.565;15.715.924;15.882.092;16.041.612;16.198.348;16.356.738;16.516.863;16.682.228;16.855.484;17.030.393;17.204.567;17.380.597;17.559.507;17.749.360;17.954.875;18.190.964;18.460.529;18.754.494;19.040.037;19.235.540;19.391.613;19.581.575;19.756.365;19.904.328;20.036.669;20.150.948;20.252.145;20.342.246;20.421.403;20.489.812;20.546.653;20.590.711;20.621.533;20.639.005;20.643.490;20.635.825;20.617.132;20.588.655;20.551.753;20.508.117;20.459.180;20.405.521;20.347.272;20.284.551;20.217.414;20.145.968;20.070.235;19.990.194;19.905.775;19.816.858;19.723.225;19.624.629;19.520.801;19.411.448;19.296.388;19.175.470;19.048.653;18.916.047;18.777.806;18.634.210;18.485.577;18.332.247;18.174.541;18.012.787;17.847.299;17.678.364;17.506.235;17.331.111;17.153.173;16.972.558
27;254.132;253.297;251.758;248.950;244.983;243.750;246.793;252.461;257.789;257.188;250.405;242.952;236.802;235.484;241.290;252.014;262.527;265.912;262.254;257.901;258.762;264.271;274.667;289.214;304.903;315.806;318.753;317.882;314.978;312.472;308.373;303.497;299.374;294.945;289.479;284.648;281.865;276.524;270.653;266.402;264.804;265.838;270.397;277.349;282.938;284.768;282.082;278.104;274.985;278.029;278.658;268.276;254.148;247.136;240.312;224.710;206.744;202.102;198.281;179.466;162.153;150.850;144.292;139.865;135.739;131.885;128.296;124.964;121.894;119.123;116.815;115.121;114.002;113.242;112.628;112.136;111.741;111.445;111.251
28;253.632;253.839;252.999;251.453;248.680;244.772;243.586;246.642;252.317;257.686;257.136;250.396;242.972;236.861;235.575;241.386;252.131;262.715;266.228;262.729;258.650;259.844;265.715;276.692;292.639;309.856;321.527;324.104;320.958;317.569;316.157;311.345;305.976;301.994;297.458;291.873;286.918;284.018;278.547;272.498;268.042;266.222;267.027;271.357;278.090;283.485;285.153;282.347;278.301;275.155;278.184;278.801;268.413;254.282;247.264;240.434;224.831;206.866;202.220;198.394;179.581;162.271;150.970;144.411;139.984;135.857;132.004;128.415;125.084;122.016;119.246;116.941;115.247;114.130;113.371;112.758;112.266;111.872;111.577
29;250.792;253.353;253.554;252.723;251.198;248.457;244.603;243.443;246.510;252.226;257.624;257.099;250.413;243.048;236.969;235.709;241.533;252.323;263.049;266.705;263.444;259.685;261.243;267.662;279.966;297.366;315.322;326.640;327.042;323.436;321.081;319.018;313.763;308.523;304.439;299.789;294.089;289.023;285.996;280.358;274.117;269.453;267.417;268.005;272.130;278.677;283.916;285.468;282.597;278.527;275.371;278.388;278.993;268.601;254.468;247.446;240.612;225.009;207.047;202.397;198.568;179.759;162.453;151.153;144.596;140.170;136.043;132.190;128.602;125.274;122.208;119.439;117.134;115.443;114.327;113.569;112.957;112.466;112.072
30;246.434;250.522;253.067;253.288;252.458;250.971;248.301;244.462;243.319;246.423;252.155;257.588;257.108;250.466;243.143;237.101;235.864;241.742;252.663;263.504;267.378;264.434;261.016;263.111;270.789;284.437;302.556;320.186;329.410;329.341;326.729;323.800;321.341;316.214;310.875;306.685;301.927;296.124;290.941;287.758;281.939;275.504;270.639;268.404;268.803;272.754;279.154;284.283;285.773;282.878;278.797;275.634;278.640;279.237;268.841;254.708;247.683;240.847;225.246;207.287;202.635;198.804;180.001;162.699;151.402;144.846;140.421;136.296;132.445;128.860;125.534;122.469;119.702;117.399;115.708;114.594;113.837;113.225;112.736
31;241.804;246.171;250.268;252.825;253.041;252.242;250.818;248.168;244.346;243.230;246.382;252.160;257.617;257.165;250.540;243.256;237.247;236.078;242.095;253.132;264.162;268.305;265.690;262.771;266.023;274.966;289.276;307.113;322.796;331.540;332.409;329.324;326.055;323.694;318.467;313.028;308.733;303.876;297.961;292.634;289.282;283.284;276.663;271.615;269.203;269.442;273.259;279.556;284.623;286.089;283.184;279.098;275.928;278.924;279.514;269.117;254.984;247.958;241.119;225.522;207.568;202.917;199.084;180.287;162.991;151.698;145.144;140.720;136.597;132.749;129.166;125.841;122.779;120.015;117.712;116.023;114.910;114.154;113.543
32;235.680;241.573;245.946;250.052;252.621;252.846;252.082;250.686;248.054;244.268;243.193;246.386;252.191;257.671;257.251;250.664;243.406;237.453;236.392;242.515;253.761;265.042;269.470;267.328;265.487;269.926;279.495;293.540;309.544;324.764;334.409;334.855;331.450;328.276;325.826;320.502;314.963;310.574;305.611;299.562;294.079;290.559;284.388;277.597;272.386;269.828;269.944;273.666;279.903;284.946;286.403;283.492;279.401;276.225;279.213;279.797;269.400;255.271;248.243;241.405;225.812;207.864;203.212;199.381;180.590;163.300;152.013;145.463;141.040;136.920;133.073;129.493;126.171;123.111;120.347;118.047;116.359;115.247;114.493
33;227.933;235.489;241.370;245.730;249.856;252.450;252.702;251.957;250.573;247.966;244.244;243.226;246.420;252.223;257.739;257.360;250.774;243.585;237.767;236.805;243.077;254.550;266.110;270.942;269.801;269.060;274.091;283.444;295.797;311.382;327.443;336.680;336.823;333.513;330.252;327.709;322.292;316.665;312.175;307.087;300.895;295.257;291.575;285.246;278.307;272.963;270.291;270.320;273.990;280.203;285.236;286.684;283.768;279.673;276.493;279.475;280.055;269.660;255.534;248.506;241.669;226.083;208.141;203.491;199.660;180.877;163.595;152.313;145.766;141.346;137.228;133.385;129.807;126.487;123.430;120.668;118.369;116.683;115.572
34;218.450;227.750;235.301;241.173;245.523;249.669;252.309;252.579;251.859;250.493;247.928;244.252;243.248;246.469;252.281;257.806;257.462;250.939;243.856;238.152;237.350;243.827;255.526;267.445;273.211;273.110;272.936;277.765;285.536;297.487;313.842;329.529;338.474;338.695;335.323;331.977;329.345;323.846;318.129;313.524;308.303;301.967;296.180;292.350;285.884;278.821;273.374;270.624;270.607;274.256;280.459;285.481;286.923;284.004;279.906;276.724;279.700;280.276;269.884;255.764;248.738;241.903;226.321;208.388;203.741;199.911;181.137;163.864;152.587;146.044;141.627;137.513;133.672;130.096;126.779;123.723;120.963;118.666;116.981
35;207.856;218.245;227.558;235.124;240.986;245.356;249.533;252.187;252.489;251.791;250.451;247.916;244.261;243.273;246.513;252.347;257.884;257.579;251.153;244.184;238.650;238.047;244.724;256.765;269.530;276.226;276.651;276.311;279.688;287.078;299.765;315.776;331.196;340.217;340.350;336.898;333.469;330.757;325.173;319.350;314.620;309.266;302.794;296.871;292.913;286.333;279.175;273.658;270.867;270.834;274.474;280.667;285.681;287.118;284.196;280.096;276.913;279.885;280.459;270.070;255.955;248.933;242.101;226.527;208.602;203.957;200.131;181.366;164.103;152.832;146.293;141.880;137.768;133.931;130.357;127.042;123.989;121.230;118.935
36;198.977;207.688;218.071;227.371;234.960;240.847;245.220;249.404;252.077;252.387;251.709;250.410;247.892;244.280;243.329;246.559;252.394;257.965;257.745;251.404;244.569;239.235;238.843;245.812;258.634;272.302;279.482;279.747;278.067;281.133;289.215;301.558;317.317;332.792;341.729;341.783;338.253;334.749;331.956;326.276;320.338;315.485;310.004;303.409;297.367;293.302;286.636;279.415;273.861;271.058;271.019;274.652;280.837;285.844;287.275;284.352;280.253;277.069;280.037;280.609;270.225;256.118;249.099;242.270;226.705;208.791;204.150;200.326;181.573;164.319;153.055;146.520;142.111;138.003;134.167;130.596;127.284;124.232;121.477
37;191.828;198.807;207.500;217.882;227.194;234.801;240.707;245.090;249.281;251.968;252.295;251.653;250.371;247.849;244.274;243.346;246.565;252.445;258.105;257.949;251.742;245.066;239.906;239.821;247.495;261.120;275.254;282.293;281.339;279.380;283.093;290.877;302.989;318.801;334.187;343.036;343.011;339.408;335.827;332.942;327.157;321.107;316.137;310.542;303.838;297.700;293.553;286.829;279.579;274.016;271.209;271.167;274.794;280.970;285.971;287.398;284.475;280.377;277.194;280.159;280.732;270.354;256.255;249.241;242.416;226.861;208.958;204.320;200.499;181.758;164.515;153.258;146.728;142.322;138.217;134.385;130.816;127.506;124.457
38;187.583;191.643;198.615;207.288;217.671;227.012;234.654;240.574;244.952;249.140;251.853;252.211;251.590;250.326;247.819;244.266;243.338;246.585;252.537;258.246;258.189;252.134;245.648;240.770;241.330;249.760;263.822;277.822;283.720;282.512;281.170;284.619;292.190;304.347;320.082;335.376;344.141;344.044;340.370;336.704;333.722;327.834;321.677;316.602;310.908;304.117;297.906;293.706;286.955;279.697;274.135;271.328;271.282;274.903;281.072;286.069;287.493;284.571;280.475;277.294;280.258;280.829;270.459;256.370;249.362;242.542;226.997;209.105;204.472;200.656;181.927;164.696;153.446;146.920;142.517;138.416;134.587;131.022;127.713
39;181.334;187.418;191.459;198.412;207.082;217.489;226.859;234.501;240.405;244.752;248.973;251.740;252.113;251.513;250.257;247.756;244.233;243.353;246.639;252.637;258.438;258.508;252.607;246.374;242.111;243.358;252.213;266.207;279.149;284.786;284.157;282.581;285.817;293.435;305.528;321.172;336.377;345.061;344.894;341.141;337.387;334.308;328.324;322.071;316.904;311.130;304.274;298.015;293.789;287.034;279.780;274.218;271.411;271.364;274.980;281.144;286.136;287.560;284.639;280.546;277.368;280.331;280.903;270.540;256.462;249.460;242.646;227.112;209.234;204.606;200.794;182.078;164.858;153.616;147.096;142.697;138.598;134.774;131.211
40;171.175;181.145;187.227;191.245;198.178;206.881;217.309;226.663;234.300;240.232;244.574;248.806;251.596;251.970;251.394;250.184;247.686;244.176;243.371;246.701;252.797;258.733;258.909;253.230;247.595;243.978;245.589;254.370;267.395;280.071;286.226;285.411;283.701;286.981;294.508;306.517;322.075;337.197;345.806;345.564;341.731;337.889;334.718;328.645;322.311;317.070;311.236;304.337;298.057;293.827;287.077;279.826;274.268;271.462;271.414;275.026;281.184;286.173;287.597;284.678;280.588;277.415;280.376;280.949;270.596;256.530;249.535;242.728;227.206;209.342;204.719;200.912;182.209;165.001;153.767;147.253;142.857;138.762;134.940
41;163.556;170.964;180.914;187.000;191.020;197.943;206.658;217.082;226.438;234.073;240.001;244.364;248.589;251.387;251.815;251.255;250.054;247.600;244.152;243.412;246.829;253.019;259.067;259.441;254.271;249.272;246.049;247.558;255.418;268.222;281.367;287.318;286.370;284.721;287.939;295.394;307.324;322.801;337.843;346.374;346.053;342.141;338.216;334.963;328.815;322.415;317.119;311.247;304.331;298.049;293.822;287.077;279.833;274.280;271.476;271.427;275.037;281.190;286.176;287.599;284.683;280.599;277.430;280.391;280.966;270.624;256.569;249.582;242.782;227.272;209.423;204.805;201.003;182.314;165.119;153.894;147.385;142.994;138.902
42;159.753;163.306;170.704;180.634;186.740;190.774;197.698;206.422;216.847;226.196;233.832;239.777;244.121;248.358;251.188;251.612;251.062;249.893;247.475;244.118;243.501;246.975;253.264;259.511;260.351;255.734;251.111;247.869;248.509;256.126;269.408;282.390;288.159;287.237;285.563;288.719;296.105;307.964;323.365;338.326;346.774;346.378;342.390;338.392;335.068;328.861;322.412;317.083;311.195;304.281;298.004;293.782;287.045;279.807;274.260;271.460;271.412;275.017;281.167;286.149;287.573;284.662;280.583;277.419;280.381;280.958;270.626;256.586;249.608;242.814;227.319;209.485;204.873;201.076;182.403;165.221;154.004;147.500;143.114
43;156.548;159.484;163.053;170.434;180.329;186.441;190.511;197.439;206.156;216.578;225.941;233.568;239.517;243.891;248.106;250.942;251.408;250.885;249.731;247.349;244.080;243.579;247.191;253.640;260.303;261.644;257.351;252.711;248.698;249.129;257.176;270.277;283.109;288.929;287.960;286.236;289.337;296.662;308.453;323.777;338.654;347.021;346.552;342.498;338.437;335.058;328.808;322.331;316.989;311.104;304.198;297.929;293.712;286.982;279.754;274.213;271.415;271.369;274.973;281.119;286.100;287.525;284.618;280.546;277.387;280.349;280.929;270.609;256.583;249.614;242.829;227.348;209.530;204.925;201.132;182.474;165.306;154.100;147.602
44;148.127;156.292;159.241;162.785;170.147;180.039;186.157;190.227;197.133;205.853;216.278;225.670;233.319;239.258;243.625;247.825;250.665;251.152;250.651;249.553;247.268;244.088;243.694;247.488;254.316;261.425;263.075;258.765;253.428;249.232;250.042;257.935;270.926;283.787;289.552;288.536;286.768;289.818;297.085;308.808;324.050;338.841;347.131;346.597;342.488;338.377;334.957;328.684;322.197;316.858;310.981;304.085;297.826;293.616;286.896;279.676;274.142;271.349;271.304;274.908;281.051;286.029;287.456;284.556;280.490;277.339;280.301;280.884;270.577;256.566;249.606;242.829;227.364;209.563;204.964;201.176;182.534;165.382;154.185
45;139.343;147.830;155.967;158.911;162.471;169.843;179.745;185.859;189.906;196.798;205.531;215.975;225.375;233.038;238.960;243.306;247.514;250.387;250.928;250.483;249.424;247.206;244.154;243.905;248.056;255.306;262.694;264.350;259.366;253.846;250.060;250.765;258.531;271.528;284.337;290.048;288.990;287.181;290.183;297.391;309.041;324.200;338.910;347.126;346.537;342.382;338.236;334.791;328.511;322.032;316.700;310.834;303.949;297.699;293.497;286.788;279.578;274.054;271.266;271.225;274.828;280.967;285.943;287.372;284.479;280.420;277.276;280.239;280.826;270.531;256.537;249.586;242.819;227.370;209.587;204.995;201.213;182.588;165.451
46;136.258;139.004;147.473;155.592;158.548;162.146;169.525;179.421;185.526;189.552;196.442;205.181;215.627;225.042;232.721;238.615;242.920;247.138;250.065;250.653;250.264;249.284;247.166;244.281;244.395;248.936;256.442;263.838;264.842;259.645;254.520;250.704;251.320;259.091;272.033;284.775;290.434;289.336;287.489;290.441;297.587;309.162;324.241;338.871;347.022;346.386;342.201;338.034;334.581;328.308;321.841;316.520;310.665;303.792;297.553;293.359;286.660;279.464;273.948;271.167;271.129;274.732;280.868;285.843;287.275;284.389;280.338;277.201;280.165;280.756;270.476;256.498;249.558;242.800;227.368;209.604;205.019;201.243;182.636
47;134.523;135.927;138.619;147.044;155.203;158.200;161.817;169.183;179.060;185.157;189.192;196.093;204.814;215.238;224.668;232.345;238.207;242.524;246.759;249.714;250.396;250.098;249.174;247.177;244.654;245.170;249.944;257.435;264.225;265.063;260.231;255.041;251.193;251.852;259.553;272.427;285.103;290.712;289.577;287.692;290.591;297.671;309.174;324.175;338.732;346.828;346.158;341.954;337.782;334.335;328.076;321.622;316.312;310.470;303.610;297.382;293.198;286.513;279.329;273.824;271.049;271.014;274.617;280.751;285.724;287.158;284.281;280.239;277.109;280.075;280.670;270.405;256.445;249.514;242.767;227.353;209.609;205.032;201.262
48;131.385;134.134;135.507;138.199;146.609;154.792;157.838;161.443;168.795;178.663;184.769;188.809;195.701;204.419;214.845;224.249;231.914;237.783;242.075;246.349;249.396;250.117;249.897;249.130;247.442;245.306;246.090;250.847;257.726;264.342;265.537;260.686;255.432;251.615;252.262;259.905;272.711;285.323;290.884;289.714;287.787;290.632;297.649;309.083;324.012;338.504;346.555;345.865;341.657;337.493;334.056;327.814;321.374;316.077;310.247;303.401;297.186;293.013;286.341;279.171;273.677;270.910;270.879;274.483;280.614;285.585;287.023;284.154;280.122;277.000;279.968;280.567;270.318;256.377;249.457;242.720;227.325;209.601;205.032
49;127.845;130.993;133.698;135.033;137.714;146.156;154.374;157.420;161.022;168.394;178.227;184.317;188.374;195.272;204.007;214.391;223.803;231.462;237.288;241.638;245.974;249.020;249.802;249.720;249.254;247.943;246.064;246.879;251.095;257.748;264.667;265.879;261.008;255.789;251.950;252.555;260.143;272.886;285.437;290.951;289.741;287.773;290.566;297.525;308.895;323.759;338.196;346.213;345.516;341.319;337.168;333.743;327.516;321.092;315.808;309.994;303.164;296.962;292.800;286.143;278.988;273.507;270.748;270.722;274.326;280.455;285.425;286.867;284.007;279.985;276.872;279.841;280.444;270.212;256.290;249.384;242.658;227.282;209.580
50;123.117;127.384;130.534;133.183;134.533;137.229;145.689;153.926;156.971;160.583;167.946;177.752;183.855;187.947;194.825;203.519;213.857;223.257;230.944;236.788;241.180;245.558;248.658;249.524;249.705;249.623;248.581;246.726;247.040;251.024;257.973;264.921;266.103;261.269;256.021;252.154;252.723;260.258;272.940;285.432;290.896;289.648;287.641;290.387;297.292;308.605;323.415;337.807;345.803;345.111;340.929;336.793;333.381;327.172;320.764;315.496;309.698;302.886;296.701;292.551;285.910;278.771;273.303;270.554;270.534;274.137;280.263;285.233;286.679;283.829;279.818;276.715;279.685;280.293;270.079;256.178;249.284;242.570;227.216
51;117.990;122.621;126.858;129.981;132.589;133.952;136.720;145.205;153.442;156.463;160.061;167.430;177.201;183.318;187.466;194.323;202.964;213.290;222.694;230.390;236.260;240.697;245.118;248.324;249.443;249.901;250.065;249.068;246.745;246.888;251.138;258.096;265.026;266.233;261.392;256.125;252.237;252.773;260.260;272.882;285.310;290.725;289.442;287.402;290.106;296.965;308.230;322.994;337.353;345.338;344.656;340.491;336.371;332.974;326.784;320.396;315.143;309.362;302.569;296.400;292.264;285.642;278.518;273.066;270.328;270.313;273.918;280.041;285.010;286.461;283.620;279.620;276.527;279.500;280.113;269.917;256.039;249.158;242.457
52;113.266;117.435;122.078;126.314;129.404;131.997;133.404;136.191;144.658;152.872;155.921;159.541;166.887;176.645;182.763;186.890;193.724;202.348;212.652;222.118;229.862;235.705;240.166;244.661;248.076;249.500;250.232;250.438;248.986;246.490;246.930;251.210;258.147;265.099;266.249;261.392;256.112;252.205;252.713;260.154;272.712;285.077;290.445;289.130;287.063;289.733;296.556;307.783;322.513;336.847;344.823;344.151;340.005;335.902;332.519;326.350;319.983;314.748;308.987;302.213;296.062;291.941;285.337;278.233;272.797;270.069;270.061;273.666;279.786;284.754;286.209;283.379;279.392;276.310;279.285;279.902;269.726;255.874;249.007
53;107.266;112.698;116.815;121.425;125.651;128.762;131.390;132.819;135.597;144.046;152.272;155.327;158.954;166.327;176.047;182.147;186.266;193.087;201.677;211.964;221.493;229.259;235.132;239.632;244.317;248.008;249.651;250.453;250.228;248.548;246.348;246.891;251.149;258.096;265.012;266.133;261.266;255.976;252.058;252.540;259.933;272.427;284.727;290.051;288.712;286.625;289.270;296.065;307.264;321.965;336.276;344.245;343.585;339.458;335.375;332.009;325.862;319.518;314.303;308.562;301.810;295.678;291.573;284.991;277.907;272.488;269.771;269.770;273.376;279.492;284.460;285.920;283.102;279.127;276.057;279.034;279.657;269.502;255.675
54;101.270;106.695;112.051;116.151;120.749;124.986;128.102;130.723;132.163;134.928;143.377;151.609;154.687;158.350;165.726;175.363;181.412;185.542;192.380;200.987;211.276;220.782;228.583;234.550;239.208;244.119;248.009;249.704;250.079;249.692;248.338;246.253;246.798;251.025;257.912;264.781;265.878;261.005;255.714;251.789;252.247;259.590;272.021;284.260;289.543;288.188;286.092;288.721;295.498;306.676;321.350;335.638;343.599;342.953;338.846;334.783;331.437;325.315;318.994;313.801;308.083;301.354;295.243;291.157;284.596;277.534;272.135;269.431;269.438;273.045;279.158;284.125;285.589;282.783;278.824;275.766;278.744;279.373;269.241
55;97.215;100.641;106.039;111.332;115.404;120.036;124.273;127.377;130.018;131.447;134.192;142.650;150.889;153.996;157.701;165.083;174.670;180.657;184.809;191.607;200.178;210.512;220.062;227.929;234.052;238.936;244.006;247.939;249.219;249.380;249.285;248.056;245.967;246.519;250.745;257.587;264.415;265.491;260.622;255.334;251.402;251.835;259.131;271.500;283.681;288.932;287.569;285.473;288.096;294.864;306.022;320.668;334.930;342.883;342.252;338.168;334.128;330.803;324.708;318.414;313.243;307.548;300.846;294.759;290.691;284.155;277.116;271.737;269.048;269.062;272.671;278.780;283.746;285.215;282.422;278.478;275.435;278.415;279.048
56;94.262;96.566;99.966;105.289;110.531;114.625;119.273;123.513;126.631;129.240;130.700;133.481;141.879;150.131;153.278;156.948;164.336;173.904;179.862;184.038;190.836;199.381;209.690;219.278;227.341;233.648;238.633;243.755;247.343;248.363;248.770;248.873;247.636;245.562;246.134;250.328;257.130;263.918;264.981;260.120;254.836;250.899;251.311;258.562;270.872;282.998;288.224;286.862;284.777;287.402;294.162;305.300;319.917;334.151;342.097;341.481;337.422;333.406;330.103;324.037;317.771;312.625;306.957;300.282;294.219;290.173;283.663;276.650;271.293;268.619;268.643;272.253;278.357;283.322;284.797;282.019;278.090;275.061;278.043
57;91.710;93.546;95.807;99.203;104.516;109.749;113.843;118.484;122.723;125.805;128.407;129.867;132.664;141.073;149.310;152.476;156.146;163.510;173.030;178.976;183.170;189.973;198.523;208.839;218.560;226.829;233.329;238.330;243.011;246.383;247.671;248.244;248.373;247.135;245.062;245.621;249.787;256.552;263.306;264.357;259.504;254.225;250.286;250.680;257.890;270.143;282.220;287.427;286.075;284.008;286.639;293.391;304.508;319.092;333.298;341.234;340.636;336.605;332.615;329.336;323.302;317.065;311.946;306.307;299.662;293.626;289.602;283.119;276.134;270.801;268.142;268.175;271.787;277.887;282.850;284.332;281.568;277.657;274.644
58;89.441;90.931;92.771;94.988;98.396;103.737;108.917;112.984;117.645;121.880;124.916;127.512;128.987;131.792;140.208;148.411;151.561;155.245;162.617;172.111;178.070;182.300;189.037;197.555;208.013;217.959;226.358;232.877;237.521;241.915;245.497;246.987;247.581;247.713;246.503;244.433;244.985;249.126;255.858;262.580;263.618;258.772;253.503;249.567;249.948;257.119;269.320;281.353;286.548;285.215;283.171;285.809;292.553;303.645;318.196;332.371;340.298;339.718;335.716;331.753;328.501;322.500;316.297;311.205;305.597;298.984;292.977;288.977;282.524;275.569;270.260;267.619;267.662;271.276;277.370;282.330;283.819;281.071;277.179
59;88.271;88.653;90.105;91.934;94.150;97.532;102.843;107.998;112.099;116.750;120.940;123.975;126.605;128.114;130.892;139.231;147.409;150.614;154.314;161.654;171.080;177.028;181.281;188.032;196.672;207.286;217.355;225.786;231.962;236.292;240.865;244.652;246.185;246.798;246.928;245.725;243.666;244.214;248.337;255.039;261.724;262.749;257.918;252.663;248.736;249.110;256.250;268.404;280.397;285.587;284.275;282.257;284.900;291.635;302.704;317.219;331.362;339.279;338.718;334.747;330.815;327.589;321.625;315.457;310.397;304.820;298.241;292.265;288.290;281.869;274.946;269.664;267.041;267.095;270.710;276.798;281.757;283.252;280.522
60;88.716;87.390;87.763;89.171;91.002;93.260;96.617;101.915;107.078;111.123;115.736;119.905;122.951;125.604;127.130;129.895;138.170;146.344;149.576;153.282;160.624;170.022;175.995;180.294;187.094;195.808;206.515;216.651;224.715;230.612;235.127;239.848;243.678;245.231;245.859;245.994;244.803;242.761;243.313;247.420;254.085;260.735;261.751;256.939;251.706;247.796;248.170;255.283;267.395;279.352;284.538;283.250;281.259;283.908;290.634;301.677;316.155;330.262;338.168;337.629;333.691;329.791;326.595;320.670;314.541;309.513;303.972;297.429;291.485;287.537;281.151;274.261;269.008;266.404;266.469;270.086;276.168;281.124;282.628
61;91.436;87.740;86.403;86.739;88.144;90.050;92.337;95.688;100.957;106.029;110.067;114.671;118.805;121.886;124.529;126.010;128.775;137.082;145.230;148.460;152.227;159.538;168.867;174.853;179.269;186.201;194.976;205.700;215.492;223.254;229.329;233.986;238.690;242.535;244.125;244.762;244.908;243.736;241.719;242.278;246.365;252.995;259.607;260.617;255.832;250.629;246.744;247.124;254.216;266.287;278.209;283.391;282.130;280.165;282.823;289.539;300.553;314.991;329.061;336.955;336.439;332.538;328.673;325.509;319.626;313.537;308.545;303.040;296.537;290.629;286.709;280.359;273.506;268.284;265.701;265.779;269.396;275.471;280.426
62;90.983;90.276;86.657;85.325;85.682;87.116;89.061;91.358;94.681;99.897;104.932;108.950;113.553;117.713;120.807;123.396;124.792;127.554;135.836;143.999;147.311;151.068;158.331;167.630;173.689;178.262;185.281;193.995;204.316;213.850;221.840;228.126;232.759;237.412;241.277;242.874;243.524;243.686;242.540;240.551;241.113;245.179;251.773;258.351;259.361;254.609;249.442;245.590;245.984;253.057;265.087;276.969;282.149;280.915;278.981;281.648;288.352;299.337;313.730;327.761;335.643;335.150;331.289;327.462;324.331;318.491;312.446;307.491;302.026;295.566;289.696;285.808;279.496;272.682;267.493;264.932;265.022;268.641;274.709
63;86.770;89.716;89.057;85.489;84.158;84.591;86.039;87.986;90.306;93.607;98.757;103.742;107.784;112.399;116.529;119.554;122.111;123.527;126.254;134.529;142.781;146.109;149.820;157.063;166.384;172.566;177.264;184.240;192.566;202.616;212.343;220.519;226.768;231.357;236.011;239.871;241.482;242.150;242.335;241.217;239.252;239.817;243.864;250.424;256.969;257.983;253.271;248.149;244.337;244.750;251.805;263.791;275.632;280.807;279.602;277.701;280.375;287.069;298.023;312.369;326.354;334.223;333.757;329.936;326.149;323.055;317.262;311.263;306.349;300.926;294.510;288.680;284.826;278.556;271.783;266.627;264.091;264.195;267.815
64;81.091;85.406;88.378;87.723;84.175;82.952;83.444;84.894;86.875;89.165;92.471;97.584;102.482;106.509;111.128;115.220;118.227;120.794;122.162;124.836;133.139;141.403;144.747;148.527;155.811;165.140;171.401;176.143;182.714;190.733;200.981;210.857;219.051;225.276;229.814;234.459;238.318;239.946;240.639;240.845;239.748;237.809;238.381;242.411;248.938;255.452;256.473;251.811;246.741;242.975;243.410;250.445;262.384;274.181;279.350;278.177;276.310;278.993;285.674;296.594;310.889;324.828;332.681;332.242;328.465;324.720;321.665;315.921;309.971;305.099;299.722;293.354;287.567;283.748;277.522;270.792;265.674;263.163;263.281
65;72.751;79.667;83.955;86.922;86.282;82.858;81.705;82.216;83.690;85.659;87.931;91.246;96.302;101.143;105.188;109.753;113.773;116.800;119.393;120.752;123.379;131.682;139.949;143.289;147.154;154.533;163.877;170.124;174.580;180.811;188.898;199.306;209.207;217.371;223.571;228.104;232.744;236.606;238.257;238.973;239.196;238.123;236.213;236.795;240.809;247.305;253.790;254.825;250.217;245.207;241.492;241.949;248.964;260.852;272.599;277.763;276.624;274.793;277.485;284.151;295.033;309.274;323.162;330.999;330.588;326.857;323.158;320.142;314.451;308.554;303.727;298.398;292.081;286.340;282.557;276.379;269.696;264.618;262.133
66;66.331;71.379;78.201;82.444;85.293;84.752;81.512;80.386;80.937;82.401;84.312;86.588;89.893;94.924;99.708;103.738;108.292;112.276;115.286;117.891;119.259;121.820;130.065;138.376;141.833;145.785;153.218;162.485;168.373;172.551;178.872;187.127;197.523;207.360;215.513;221.693;226.226;230.864;234.734;236.405;237.136;237.377;236.332;234.455;235.050;239.053;245.520;251.978;253.030;248.485;243.540;239.879;240.361;247.351;259.183;270.880;276.036;274.931;273.139;275.840;282.491;293.332;307.512;321.345;329.163;328.782;325.100;321.450;318.476;312.841;306.999;302.221;296.943;290.681;284.990;281.246;275.119;268.487;263.451
67;63.777;64.977;69.930;76.578;80.800;83.714;83.261;80.093;79.003;79.577;81.002;82.903;85.185;88.483;93.499;98.170;102.153;106.765;110.708;113.693;116.233;117.598;120.169;128.374;136.770;140.346;144.331;151.715;160.641;166.210;170.488;176.971;185.216;195.547;205.360;213.470;219.633;224.169;228.812;232.684;234.365;235.115;235.376;234.363;232.527;233.140;237.132;243.570;250.004;251.079;246.601;241.725;238.123;238.628;245.594;257.366;269.004;274.153;273.086;271.334;274.044;280.677;291.473;305.587;319.359;327.157;326.808;323.179;319.579;316.651;311.076;305.295;300.569;295.346;289.143;283.503;279.803;273.730;267.153
68;60.355;62.332;63.472;68.353;74.892;79.079;82.061;81.689;78.564;77.533;78.157;79.530;81.407;83.692;86.986;91.911;96.487;100.513;105.096;109.025;112.022;114.529;115.869;118.401;126.609;135.156;138.845;142.824;149.866;158.349;164.008;168.550;175.018;183.167;193.454;203.200;211.269;217.417;221.959;226.597;230.459;232.152;232.921;233.207;232.231;230.439;231.073;235.057;241.468;247.877;248.976;244.569;239.766;236.225;236.756;243.695;255.401;266.977;272.117;271.088;269.380;272.099;278.712;289.459;303.502;317.207;324.982;324.666;321.091;317.545;314.666;309.156;303.438;298.768;293.602;287.462;281.879;278.224;272.210
